content,polarity_score,sentiment_label
permiss need fix locat necessari use need hour locat track batteri wast applic seem rush pleas fix applic period depart indonesia like,0.3612,pos
applic made peopl smart minist commun inform stay silent look disabl applic,0.4019,pos
app good make easi valid health travel unfortun backend mess ehac data enter app appear ehac app vice versa second vaccin certif middl school doesnt appear app say certif yet avail even though certif access via web care protect vendor resolv,0.7351,pos
applic network need fix doesnt make error,0.3089,pos
time download care protect suddenli accident delet applic immedi download log fill code sent email said error ive done time still abl tri regist new email fill code error messag appear phone number cannot use cellphon number longer activ pleas help,0.1531,pos
complicatedth vaccin card doesnt appear wife appear report via email photo requir hold id vaccin card blahblaetc hassl vaccin card given wkwkthere soft copi dont use applic directlyent vaccin number got smsdonejust match applic nik data regist doesnt match refusesimpl,0.0772,pos
list alreadi look like quiz prize email authent deadlin realli fast better vaccin certif open quickli board plane also easi airport keep make even betterthumb,0.8271,pos
error continu govern abl provid better servic alloc fund softwar develop,0.0516,pos
qr code scan featur good detect realtim distanc dont open applic infrequ,0.4404,pos
drain batteri oh good gp alway activ,0.4404,pos
help identifi risk area mayb confus begin fulli access locat,0.1531,pos
beta program never fix error cant check verifi qr code certain locat pleas fix dont satisfi beta version want progress depend applic saindonesia,0.7549,pos
ui confus app doesnt work lot bug want make app littl intent,0.0772,pos
wow okay admin see twitter,0.6908,pos
scan button make locat activ use good govern start technolog liter,0.4404,pos
complic alreadi instal input email input verif code keep repeat like,0.3612,pos
applic good safeti us enter public place use ap know vaccin enter risk lower blom vaccin fix proce great keep improv mani complain certif doesnt appear automat even better continu,0.6249,pos
cant regist date birth applic indirectli make class classif smart phone access shop includ take money atm supermarket inform necess care protect feel quit uncomfort short person experi time deliber went supermarket sudden need couldnt enter download first activ account etc,0.8176,pos
alreadi second vaccin almost month ago still yellow access locat applic stabl mani issu like mandatori use en mass,0.3612,pos
amaz applic drain batteri locat alway user interfac familiar everi time log log back alway ask otp code alway like pleas fix make thing easier,0.6486,pos
applic easi use user friendli help howev covid test result record appear disappear log restart mobil log record appear statement test result last day avail even though test result day result previous appear applic gone possibl verifi test result manual without wait automat updat thank good luck futur,0.8481,pos
simpl uncompl certif appear immedi within x hour regist fill form thank develop team greet healthi success alway ,0.8176,pos
alway ask permiss detect locat even though chosen use pleas learn make smarter applic dont want move menu keep ask locat pleas updat,0.4172,pos
certif doesnt come solut useless app,0.3252,pos
easi use feel good abl particip support govern program,0.6808,pos
cant login applic error invalid signatur,0.3089,pos
apprentic your old enough make app right there locat usag featur base allow use app option mean locat featur activ app open use save batteri kind brain guy cant choos option choos alway hah dont take advic come govern level want handl unprofession programm app,0.8316,pos
user friendli otp code got sm enter correct one incorrect daili id check limit els want unlimit upgrad membership oe vip user gt app make easier confus,0.8176,pos
pleas fix app cant access app crash,0.3089,pos
want open app first time pop artifici locat detect appear phone forc close right away reopen happen solv even though cellphon never implant artifici locat third parti applic pleas respond thank ,0.4215,pos
otp code submit vaccin doesnt come ive tri write phone number without hard get vaccin server readi yet webapp code still buggi,0.1521,pos
come data app doesnt match websit upset edit ive email inbox full,0.2924,pos
adult isnt realli fun bro also want ask ma sex board room kendangsari countri abroad search internet android gingerbread soon someon want slave lust right anyon know link great time follow url adob websit instal nepal netherland establish sinc found scrap follow link year eheh,0.4585,pos
ye quit help applic must optim new applic,0.4019,pos
garbag applic open map scan barcod immedi move locat pondok indah depok said outsid scan area what go friend incid one make difficult make simpl,0.1779,pos
vaccin statu still red even though alreadi got first vaccin shot pleas enlighten,0.5106,pos
cant set birthday guy want see vaccin card ,0.0772,pos
forc turn locat everi time alreadi allow use app run,0.2263,pos
updat cant even enter stupid,0.4168,pos
date birth cannot enter error,0.3089,pos
back forth instal still doesnt work result manual use haha indonesia,0.4588,pos
app alreadi never run slow sm code doesnt get sent either doesnt want log either enter build sunbath outsid make wait bother peopl previou review also delet bad guy incompet updat get error instead app ask permiss gave even though app doesnt work either get wors wors name app care protect app doesnt care user,0.0459,pos
kind app track locat must hour nonstop app vaccin data app spi peopl notif also perman,0.5267,pos
vaccin certif appear admin help line applic respond,0.4019,pos
dear everyon applic alway run background cellphon consum batteri everi day without even open make sure set app deep sleep mode dont allow background activ make sure remov locat permiss use app app actual use sadli burdensom see respond review power save mode fault process busi model pushi track everyon use someth practic token tracetogeth singapor app oop,0.7214,pos
like logout want log instead user found nice,0.6808,pos
good applic good check vaccin result,0.7003,pos
keep istiqomah improv applic even better,0.4404,pos
good sometim slow,0.4404,pos
realli activ locat everi time want track locat cant set use locat everi time open app alway ask locat activ time time privaci,0.0772,pos
app error want make ehac cant auto close sinc earlier pdhl im leav tomorrow ln airlin requir attach proof ehac pleas fix immedi thank,0.0258,pos
fill registr form difficult fill date birth alway return nik date birth save,0.1779,pos
pleas dont forc ask locat continu respect privaci applic,0.4767,pos
help applic,0.4019,pos
good featur,0.4404,pos
pleas make easier write date birth scroll birth year appear,0.4215,pos
pleas help cant fill date birth cant get qr code thx,0.6369,pos
mani time complain pcare integr avail fulli vaccin care protect applic still red ask come health facil pcare health facil vaccin statu complet care protect statu still open cant input nd vaccin month sinc complain statu still red dont know els ask solut activ realli limit cant work pleas admin pleas escal problem pleas pleas solv,0.5994,pos
chang name care amat mandatori error,0.128,pos
instead protest peopl better provid repres direct troubleshoot certain place,0.5859,pos
realli updat vaccin certif accord schedul make easier make difficult user,0.0772,pos
useless user friendli corrupt fast good take care bokp brain,0.5106,pos
enter vaccin certif menu account ask enter id name ive input appear info vaccin ehhh press button see certif play word dont vaccin certif appear well tri mani time ive vaccin bro defend queue morn even malm want chat crush ruin event couldnt enter vaccin didnt show app that realli true,0.296,pos
first instal smooth enter mall cinema open today ask updat updat even error fill data want save cant restart app tri log doesnt work exit tri option tri option also keep get error notif also appear ask open gp set even though clear gp alreadi indonesian govern make correct applic make rule readi manag,0.1779,pos
slow consum much batteri cumbersom pleas upgrad make easier,0.4215,pos
initi first vaccin certif appear wait second vaccin certif first certif lost fortun download certif appear statu green sign nd vaccin complet app still trial error process better use first ladi gentlemen author offici use paper lamin ok,0.0258,pos
use invalid phone number turn use email long time wait otp,0.0772,pos
second vaccin data record care protect account still cant email,0.7003,pos
improv appssafeti comfort use,0.3612,pos
locat permiss must alway allow cannot chang allow use,0.4215,pos
give good rate guy enter mall,0.4404,pos
fill domest ehac data save say complic,0.4939,pos
ive download enter requir data click vaccin certif couldnt display told enter nik name even though clearli state profil ive reach daili limit solut meanwhil regist thing wife parent problem id admin help repli click passport certif still doesnt appear error,0.3309,pos
cant use multipl account nik one cellphon number,0.0772,pos
cant login cant enter error notif cant enter mall cant travel far provid must audit,0.3089,pos
wow that error even though kemenkominfo class make know,0.2732,pos
quit help get import info prevent corona viru,0.4215,pos
better first quit easi use improv,0.4404,pos
success regist tri seven time,0.5719,pos
app great help hope could better,0.9118,pos
matter time otp code never come cant regist vaccin,0.0258,pos
activ gp  applic find kind pokemon,0.5267,pos
human like good place scan barcod,0.6597,pos
first want give star applic run quit well even though bit bloat issu realli bother android app request locat access given permiss use app app keep show popup ask user grant locat permiss annoy chang allow time popup disappear even though privaci polici still difficult comfort allow time hope solut,0.5267,pos
refus continu want chang ident even though accord id card ,0.0772,pos
applic slow want open,0.0772,pos
clear ive fill form correctli instead told adjust id card,0.3818,pos
help make easier us know updat covid ,0.6705,pos
wow data leak wow lot peopl call,0.7351,pos
garbag applic mandatori enter build error peopl cannot enter build want scan ask updat nik date birth profil input alway say wrong telpin care protect even rais hand ask direct contact kominfo applic readi make mandatori condit rubbish,0.4548,pos
wast batteri pcr result dont come error often occur,0.3089,pos
want enter mall cant cant enter applic njiiirrr,0.0772,pos
hassl want enter date birth press hundr time,0.0772,pos
help everi activ,0.4019,pos
applic useless everi time use radiu realli great ,0.3182,pos
sometim data compromis secur protect peopl privaci,0.3818,pos
bro app cant regist account burden famili becom burden peopl,0.5875,pos
far good may stronger futur,0.6705,pos
eat much batteri wast gp nonstop feel like monitor,0.3612,pos
use app still complic practic need lot improv thank,0.3612,pos
cool steadi best govern app,0.7579,pos
simpl effect nice app thank,0.6486,pos
good easi fast healthi,0.4404,pos
cant use qr code scan facil applic care protect alway error enter date birth,0.4767,pos
allow locat access alway appear even though set must reinstal,0.2263,pos
certif receiv thank,0.3612,pos
get qr barcod safe entranc school need like barcod mall,0.6597,pos
log first want log cant regist list vaccin certif doesnt appear,0.0772,pos
applic clear code sent credit run cake,0.6369,pos
vaccin certif complet longer buggi thank upgrad,0.3612,pos
bug android xiaomi mi pleas fix protect app cant use,0.3818,pos
less respons instruct search health facil info clear complic typic indonesia,0.3818,pos
give star respons fast good,0.4404,pos
applic realli good simpl thank care protect final walk,0.8807,pos
come want regist cant say registr fail tr strang,0.4854,pos
recommend fill date birth without use calendar make faster practic,0.3612,pos
otp found answer copi past still good,0.4404,pos
cannot enter date birth pleas help,0.4019,pos
applic useless send otp code good,0.0258,pos
simpl nice light,0.4215,pos
cant chang date birth want go surabaya how studi,0.0772,pos
want check far origin radiu repeat mani time,0.0772,pos
fact million download app regul haha,0.4588,pos
applic clear everi time enter doesnt work bike,0.3818,pos
good run smoothli foot problem,0.0516,pos
cant fill date birth ive instal mani time cant bad,0.431,pos
review delet im good critic respons even delet amaz,0.2023,pos
link email chat admin care protect offic,0.7003,pos
mantabb make easi check vaccin histori good,0.4404,pos
statu front vaccin twice click vaccin certif havent vaccin bad,0.431,pos
lot error tri regist doesnt work pain mani peopl,0.0005,pos
good help hope use us healthi indonesia ,0.8176,pos
good piti peopl dont smartphon use applic commut,0.4404,pos
instal hope complic think forward indonesia,0.4404,pos
cant input date birth yesterday pleas help thank,0.6369,pos
great make easier peopl activ outsid stick strict procedur,0.7845,pos
want creat account registr alway appear fail pleas help thank,0.25,pos
okay applic top fine,0.5423,pos
great ill rate star,0.3182,pos
where sync regist vaccin certif didnt come ppfft app joke use,0.296,pos
ask permiss access locat first even though allow app cant access ,0.2263,pos
cant open vaccin certif even though say success ,0.5719,pos
cannot enter date birth pleas fix thank,0.3612,pos
incred slow help vaccin certif came,0.4019,pos
applic heavi load also sorri length time share locat everi time wast batteri,0.296,pos
everi time want use ask locat permiss press instead alway goe app set,0.0772,pos
applic cannot run reinstal everi time want open,0.0772,pos
come clear like applic suddenli disappear suddenli turn back start page,0.4939,pos
unabl complet date birth click ok date birth remain blank,0.296,pos
complic impract guej app gae golek duwek tok gj ajg,0.4588,pos
use work like job seeker yellow card,0.3612,pos
fill date birth take long time go back make free text use input mask,0.5106,pos
updat profil date birth cant fill pleas fix thank,0.3612,pos
alreadi use got vaccin certif thank,0.3612,pos
someth import applic look like perfunctori cours pathet,0.3612,pos
luckili applic everyth easi date thank care protect,0.8074,pos
complic often log take long time load success enter mall,0.5719,pos
custom support featur call call center also difficult contact,0.0516,pos
app cool pl dont get sick post,0.6126,pos
date birth cant fill pleas fix quickli thank,0.3612,pos
reinstal everi time want use applic strang,0.0772,pos
cannot use applic error,0.3089,pos
network good game keep play sometim cant log applic make work late,0.6486,pos
data well integr popul system bpj,0.2732,pos
best use time locat access quit drain batteri,0.6369,pos
sever time enter id number result zero info second vaccin,0.0772,pos
purpos instal download vaccin certif cant even download useless instal better throw away,0.6407,pos
clear cant work,0.3818,pos
applic run normal safe place,0.4404,pos
everi time want use uninstal reinstal,0.0772,pos
cool hope corona disappear quickli countri amen,0.5106,pos
applic care deepli time protect covid,0.7003,pos
trash app dont forc stupid download,0.4168,pos
map sometim seem like stuck doesnt chang,0.128,pos
thank care protect feel like im protect adjut,0.9081,pos
instruct clear ive given use better go straight place,0.7506,pos
download want regist cant there bug pleas fix thank,0.4215,pos
still lot bug even allow locat access still cant find locat,0.2263,pos
still good vaccin certif illeg even though there alreadi,0.4404,pos
applic oper set allow time dj make cellphon hot huffftt,0.2263,pos
point locat gener dot like appl devic,0.3612,pos
applic disabl care later enter mall pay attent oath,0.4215,pos
second vaccin certif appear report never taken serious,0.0572,pos
want enter via pc applic cant read data ,0.0772,pos
certif appear vaccin unabl complet document app flow clear,0.3818,pos
hope indonesia free covid ,0.7351,pos
ok easi use,0.296,pos
safe covid,0.4404,pos
data sometim like disappear,0.1531,pos
app realli help,0.4019,pos
work well regist,0.2732,pos
data leak like bug,0.0258,pos
easi fast free applic,0.5106,pos
help lot use inform,0.4019,pos
taper number clear,0.4404,pos
good afternoon regist nik regist one devic anoth,0.4404,pos
check vaccin certif oct ive receiv guidanc care team protect turn enter wrong number cellphon cant access certif sorri bother five star especi tech support healthi greet alway,0.6808,pos
cant login updat version ive log sever time pleas fix bug okay,0.2263,pos
play applic wast peopl money,0.34,pos
want log ive request otp code sever time result ok,0.3612,pos
said applic matter cant loginregist fail poor,0.6709,pos
compat want enter date birth  alway return main menu,0.0772,pos
ask upgrad wow dont understand app use,0.5859,pos
applic made certain aim object detriment commun,0.2732,pos
thank help hope applic help us,0.8689,pos
katro want scan camera doesnt open,0.0772,pos
ok unfortun click updat first new place,0.296,pos
great still lot bug hope futur alway fix,0.7906,pos
improv request pleas add manual updat locat featur thank,0.3612,pos
cannot fill date birth click ok select date save,0.6597,pos
memori full plu full told download like,0.3612,pos
cant login say locat artifici locat even though never tamper set cellphon locat what solut thank ,0.3612,pos
want regist nik cant continu even though match name id card,0.0772,pos
certif doesnt come hard,0.0762,pos
like bug cant check,0.3612,pos
want complet data date birth cant fill applic mess,0.3421,pos
cant input date birth cant access qr pleas help,0.4019,pos
download applic want go supermarket mall even though use,0.0772,pos
da best brooooooooo go mall dont want covid,0.6096,pos
pleas prepar support app use commun mobil thank,0.6369,pos
speed applic improv overal good,0.4404,pos
explain peopl vaccin twice app written yet vaccin told vaccin clear,0.3818,pos
cant regist alway fail regist,0.431,pos
human becom like shop scan,0.3612,pos
okay perform app thank quick fix pandem,0.5267,pos
initi registr easier via cellphon number verif via sm rather via email,0.4767,pos
long load even though devic support internet good,0.6808,pos
need fix save old data cannot edit next flight,0.4939,pos
access permiss like pinjol app illeg,0.3612,pos
mani bug look like theyr origin,0.3612,pos
updat run smoothli thank,0.3612,pos
want enter nik name correct cant bad,0.4854,pos
want fill profil hard cant tell content nik alreadi fill cant weird,0.1073,pos
critic better keep goat,0.2023,pos
hope better hang often,0.7003,pos
hope indonesia healthier advanc,0.4404,pos
fill date birth multipl time tri didnt work annoy especi data entri automat,0.3412,pos
never mind use app log alway stop work pl help,0.128,pos
make right dont make difficult ordinari peopl like mani minus applic,0.5588,pos
like app help,0.6369,pos
unabl check pleas help,0.4019,pos
junk app data get messi like applic like default app covid track,0.6124,pos
pleas fill date birth first fill cant pan weird,0.1326,pos
set allow use locat use app show everi time,0.2263,pos
alhamdulillah make easi give comfort,0.3612,pos
okay applic dont need requir daili administr purpos,0.2263,pos
last updat great everyth work fine give full star,0.7096,pos
good app use,0.4404,pos
good applic must download,0.4404,pos
want regist come cant app that bug,0.0772,pos
good enter veranda sometim sometim cant,0.4404,pos
cool trace quickli,0.3182,pos
dont leak data problem nik use app thank,0.6998,pos
ok,0.296,pos
want enter date birth cant,0.0772,pos
applic alway open want enjoy,0.5423,pos
care lot protect lot,0.7003,pos
great user interfac modern parent use app,0.6249,pos
what want input date birth cant continu mani time enter,0.0772,pos
everyth allow applic doesnt work,0.2263,pos
access use smartfren number otp code cannot appear,0.0772,pos
clear ive vaccin twice dont certif,0.3818,pos
applic good make easi control postvaccin,0.4404,pos
want ask ive vaccin twice label still yellow thank,0.4215,pos
good cant check vaccin certif ive tri enter nik cant,0.4404,pos
vaccin month ago certif doesnt come app suck,0.3412,pos
overal okay digit passport pcr result havent day result gone,0.2263,pos
featur im use work fine,0.2023,pos
help travel info hope data leak,0.4939,pos
bug vaccin statu section enter date birth doesnt even disappear,0.1695,pos
subscrib pavolia rein youtub okay,0.2263,pos
begin clear difficult enter,0.0258,pos
pleas perfect mandatori travel,0.5719,pos
want input date birth cant,0.0772,pos
cant check even though clear youv alreadi check,0.3818,pos
better fill date birth calendar softwar like child softwar doesnt alway hang,0.6597,pos
respect privaci gp forc turn wast quota batteri,0.4767,pos
ask permiss locat time ok okay take littl critic,0.25,pos
applic easi understand lowest level societi help handl pandem,0.0258,pos
clear use applic,0.3818,pos
alway seek approv locat even though allow cellphon,0.2263,pos
locat notif statu bar cant lost annoy hope get fix soon,0.2411,pos
okay pleas fix,0.2263,pos
cannot regist keep fail,0.431,pos
cant see certif till app like hangslow go use,0.3612,pos
hang mulu dont intend make applic like,0.3612,pos
applic clear data list correct cant enter weirdhhhhhhhhhhhh,0.3818,pos
want log day ago cant applic strang,0.0772,pos
cant regist alway fail,0.431,pos
applic instal want seem necess want instal applic,0.1531,pos
garbag dont explain applic go around play,0.34,pos
cool quick check inout cool idea,0.5574,pos
use full gp access without stop caus cellphon batteri wast recommend open gp want use applic,0.5702,pos
cant regist email cellphon number,0.0772,pos
help provid inform protect famili,0.6486,pos
chang cellphon number email slow process,0.0772,pos
applic realli help enter everywher,0.4019,pos
good applic make activ outsid home easier,0.6908,pos
sometim cant open notif annoy,0.3412,pos
thank respons certif appear,0.3612,pos
cant chang nik instead chang kk number,0.4215,pos
clear vaccin twice certif section doesnt exist,0.3818,pos
pleas tell ok date birth chosen,0.296,pos
accord function thank problem hope futur problem applic get better,0.4404,pos
otp match mulu indonesia want full vaccin look,0.0772,pos
okay sell person data fri crumb,0.2263,pos
oh applic slow better children game applic,0.4404,pos
actual applic good reason like error statu vaccin wait second vaccin nov tomorrow contact covid patient swab result last day eeehh statu red yellow isnt funni want complain email servic email repli badass,0.4567,pos
junk app fortun gojek care protect anticompl stupid boomer,0.34,pos
good good applic practic use,0.7003,pos
nice app thank great govern,0.8555,pos
clear make cellphon heavi use enter mall there benefit,0.6808,pos
good drain batteri,0.4404,pos
real purpos app made make thing easier even difficult,0.0772,pos
applic cannot use stop respons whatsoev storag access request page,0.2235,pos
use hope wont error,0.6319,pos
cant regist keep fail,0.431,pos
day instal applic run fine hope goe well,0.7003,pos
unabl show vaccin certif applic even though true ive vaccin second time,0.4215,pos
ok good respons app fast,0.6249,pos
sir doesnt matter registr fail ,0.4168,pos
issu certif take long time even though urgent need,0.2023,pos
new registr ask complet account profil fill click save intern server error continu ,0.128,pos
certif cant download even though inform success search file couldnt find certif,0.5719,pos
login min thx support,0.6369,pos
ui quit comfort keep improv,0.3612,pos
couldnt complet vaccin registr couldnt get otp code hope fix soon,0.4404,pos
tri regist enter phone number verif code receiv minut,0.0772,pos
long time play certif yet,0.34,pos
alway ask track locat safe,0.4404,pos
result vaccin check appear correctli reason vaccin certif want appear strang,0.0772,pos
registr success otp sent,0.5719,pos
notif cant lost wast cellphon batteri,0.2411,pos
want fill birth data select doesnt appear cant complet person data,0.0772,pos
wow fix server first want regist doesnt keep go web app,0.6249,pos
poor qualiti applic hope govern revok regul clear use enter mall,0.34,pos
come nation scale like possess,0.3612,pos
updat goe googl play hadeuh,0.34,pos
cant regist name nik even though fit,0.3612,pos
slow applic hurri home night play continu,0.34,pos
like spi monitor continu x hour,0.3612,pos
excus want login use phone number otp code sentÃÂ² ,0.1531,pos
thank quick respons hope difficulti enter date birth fix soon,0.6597,pos
app work properli sometim work sometim doesnt disappoint,0.3089,pos
build applic easi keep spirit develop countri children nation frown,0.1779,pos
alreadi good add maintain qualiti,0.4404,pos
xiaomi mi pro want enter otp input menu exit applic,0.0772,pos
applic want regist complic nik doesnt match continu even though accord id card,0.0772,pos
appreci keep good thing,0.4404,pos
sorri cant fill date birth even though want take st dose vaccin certif pleas help,0.4588,pos
help bravo indonesia,0.4019,pos
applic clear map dont chang cant scan even though open googl map correct,0.3818,pos
written number regist even though use,0.0772,pos
mani time tri applic alway doesnt work locat accur pleas help,0.4019,pos
alreadi vaccin x cant find proof vaccin dose  care protect applic,0.7003,pos
clear forc use,0.3818,pos
drain batteri must activ locat access time import like,0.3612,pos
use help ,0.4019,pos
good realli help continu equip synchron app area like yogyakarta etc,0.7964,pos
breath complic care protect get complic live,0.7003,pos
ive vaccin twice care protect red said yet vaccin fix pleas,0.7003,pos
great realli help limit entri mall,0.7783,pos
applic bit flaw want know much budget,0.0772,pos
ehac protect cannot use batam airport must ministri health,0.3818,pos
talk tracetogeth singapor without analyz need commun app still trash like alreadi launch,0.3612,pos
care protect dont care dont protect,0.891,pos
artifici locat detect even though phone never activ pleas follow thank,0.3612,pos
hi develop pleas help cant regist pedulilindung account thank,0.6369,pos
think need hire better develop,0.4404,pos
mr intend use capit pleas let good,0.4404,pos
server alway tri fix well quickli,0.2732,pos
forc use applic want go town,0.0772,pos
quit easi use need someth like kind digit,0.7096,pos
alway ask locat access pdhl ud dksh repeat back forth plz fix system,0.0772,pos
alreadi vaccin august st certif appear alreadi sent email august st ignor want tri hah hah hah,0.0772,pos
pop notif internet im type use internet resolv thank,0.3612,pos
applic run normal thank fix,0.3612,pos
everi time fill health declar applic alway close tire fill back forth okay,0.2263,pos
nik found even though wait dose vaccin first ui still quit comfort,0.3612,pos
often cant checkin certif disappear though applic import reli,0.1695,pos
applic connect ministri health survivor covid regist ministri health record applic,0.3612,pos
pleas add posit calibr menu thank,0.3612,pos
second certif didnt come complaint one answer email certificationcar mental protect email,0.5405,pos
cant chang child profil account even though nik name field accord kk vaccin certif,0.3612,pos
applic made indonesia must stale even though enter nik doesnt work realli weird indonesia,0.1326,pos
everi pcr updat digit passport pleas fix bit hassl everi time travel plane thank,0.3612,pos
ask updat often want use alway obstacl make lot crowd,0.0772,pos
swear governmentrun app make want laugh,0.5719,pos
hope merg anoth applic barcod scan problem problemat locat complet,0.0516,pos
mani time fill id number isnt enough autom,0.0772,pos
applic great realli okay like,0.8176,pos
allow locat time youv wast peopl money your still wast peopl batteri,0.2263,pos
cape deh applic clear,0.3818,pos
want regist vaccin cant what point check certif,0.0772,pos
alway say fit nik name awesom applic fit nik name clearli ktp kk,0.7579,pos
time sinc review delet turn fair playstor develop delet review,0.3182,pos
well mandatori even though yesterday scari data leak hope secur improv,0.3818,pos
wast batteri gp featur remain activ even though applic close forc close want turn thank,0.4215,pos
spi app ask hour locat access uninstal thank,0.3612,pos
good ,0.4404,pos
want regist vaccin otp code doesnt come restart reopen updat still,0.0772,pos
sir want vaccin vaccin committe regist first take care protect readi care protect otp sent otp take vacat first,0.8979,pos
silli app ive regist cant login use cellphon number email,0.0772,pos
pleas add name delet option certif column delet name check certif thank,0.3612,pos
want regist vaccin statu otp code enter continu expir pleas fix,0.0772,pos
wait verif code long time sent verif number sent,0.0772,pos
app good easi use,0.4404,pos
wow vaccin certif come,0.5859,pos
pleas help give star,0.4019,pos
know clear sina goiter,0.3818,pos
good prevent spread covid ,0.4588,pos
help govern program servic user,0.4019,pos
app protect protect commun,0.6369,pos
certif doesnt come weird,0.1326,pos
good sometim difficult access,0.1027,pos
fill phone number complic,0.0772,pos
instal cant regist alway fail what solut,0.431,pos
applic forc us share locat,0.296,pos
there chang increas keep updat matter mani time certif doesnt come even though nik,0.0258,pos
everi time fill date birth never work data fill except date birth pleas help,0.4019,pos
ok alreadythank,0.296,pos
vaccin date list certif wrong take care,0.0258,pos
download print vaccin letter rest useless better uninstal wast batteri,0.0258,pos
good still mani bug exampl updat account info find locat slow etc,0.4404,pos
pleas applic longer use gp turn pleas remov notif dont keep disturb,0.3089,pos
ive neg come app still posit hasnt updat week problem travel,0.3089,pos
well play ,0.5423,pos
vaccin certif care protect app,0.7003,pos
app must use rate pfftt better fix secur person data,0.4404,pos
result antigen test could appear even though famili friend test togeth immedi appear pleas fix,0.4939,pos
artifici locat constantli detect hotlin number call fix,0.0772,pos
mani time cant enter date birth account cant use pleas clarifi thx,0.3612,pos
complic let alon take care date birth,0.4939,pos
keep bug verifi use cellphon number cellphon sent email,0.0772,pos
initi regist log suddenli log want log user wasnt found,0.0772,pos
hellth vaccin certif doesnt come even though monthssu og like make land certif,0.3612,pos
cant verifi code otp match even though code number fill sent,0.0772,pos
everi time want log turn locat even though locat activ app complic,0.0772,pos
app work fine,0.2023,pos
good app,0.4404,pos
alway forc close want use scan dont instal dont use,0.0772,pos
perfect,0.5719,pos
even though take long time load make nervou either signal someth overal okay,0.2263,pos
phone number use someon els id card cant use cant edit strang,0.0772,pos
cannot accommod issuanc certif vaccin inject jj cansino etc,0.25,pos
everi time want complet data cant fill date birth keep blank scroll nik,0.0772,pos
cant fill date birth everi time fill column alway empti edit possibl thank admin,0.3612,pos
otp code doesnt enter inbox error log result cant go anywher pleas realli fix,0.3089,pos
applic good help trace check statu vaccin hope continu perfect,0.9042,pos
login applic cant login regist vaccin even though email nik telephon number name correct,0.0772,pos
applic good sometim take long time load pleas fix immedi comfort use,0.6597,pos
alway fail access vaccin certif even though enter nik number request care protect applic,0.3818,pos
cellphon cant enter date month year birth pleas fix healthi greet alway thank,0.5859,pos
alreadi regist want enter otp suddenli come keep mani time ive uninstal sever time still,0.0772,pos
gp alway drain batteri app updat get better get heavier slower,0.4404,pos
want log use cellphon number say user found,0.1531,pos
applic run well still mani bug pleas updat thank,0.5574,pos
told use want log enter phone number doesnt work ,0.1531,pos
result covid check suddenli data digit passport previou pdhl fine,0.2023,pos
peopl vaccin certif datanam mix care protect app,0.7003,pos
nice app ,0.4215,pos
help,0.4019,pos
pleas fix bug immedi cant log back even though regist account protect thank,0.6249,pos
alreadi first dose vaccin vaccin statu still red allow travel public area,0.2263,pos
want verifi otp code continu enter im use postpaid number problem pleas fix thank,0.1027,pos
integr test vaccin histori incomplet even though check vaccin recommend place govern,0.3612,pos
good,0.4404,pos
write doesnt match even your regist like kk pleas help,0.7717,pos
good,0.4404,pos
want login user found even though regist,0.0772,pos
support foreignersonli provid nikther must space passport make easier purpos applic built,0.6705,pos
must perfect vaccin statu covid test differ inform digit passport account,0.5719,pos
sometim ok sometim ok accommod infect recov havent vaccin month,0.5267,pos
vaccin certif appear either app cant even access suck,0.3412,pos
red statu even though vaccin twice vaccin certif easili open app lol,0.4215,pos
mani internsther bug keptit better rais goatsso moneybug enter date birthbloon crown crown,0.4404,pos
great govern latest way monitor movement peopl locat must time next day might gone,0.6249,pos
applic quit help updat system middl night applic cant open,0.4019,pos
still dont know use also bluetooth applic pretti good know red zone,0.4404,pos
applic fix easi use even ordinari peopl thank fix ,0.3612,pos
call center answer email answer want complain cant red statu determin also accompani explan clear,0.1027,pos
applic help dont think notif activ gp need best remov thank ,0.8555,pos
nice app,0.4215,pos
nice app,0.4215,pos
almost month vaccin certif dont keep come want see certif applic come clear,0.3352,pos
boss applic obvious vaccin twice uh turn see protect make emot see complic applic,0.3818,pos
useful,0.4404,pos
applic use nation applic realli need improv patient want use,0.0772,pos
good app,0.4404,pos
download app smoothli download certif also problem hope app even use tq,0.0516,pos
gener good nd vaccin certif pictur doesnt appear even though statu vaccin appear alreadi nd vaccin,0.4404,pos
want check certif even though inform vaccin twice worth get b b ,0.296,pos
perfect system first rule system readi app error mulu effici hassl,0.25,pos
great app,0.6249,pos
clear ive vaccin twice ive never covid ive never left hous statu yellow,0.3818,pos
great app love,0.8519,pos
anniv reward suck confirm phone aj hard,0.1027,pos
top app,0.2023,pos
complic applic prais god finish fill thank lord jesu bless ministri commun inform amen,0.7506,pos
need oper assist first time use bring qr code scanner option avail ok,0.296,pos
make sure name nik id card come realli want use applic seriou work,0.3818,pos
vaccin certif cant display even though statement alreadi second vaccin pleas fix hard pleas help,0.3182,pos
applic clear,0.3818,pos
serious fun cant regist enter applic intend help peopl,0.6908,pos
applic clear check mall turn red even though vaccin certif,0.3818,pos
applic clear ask first verif code doesnt go cellphoneemail number tri twice verif code expir dont use oath,0.3352,pos
want regist say invalid signatur,0.0772,pos
notif still appear even restart look neg rate applic star good,0.4404,pos
display good complic oper alert notif appear even though cellphon restart,0.6249,pos
good use lack flavor,0.1531,pos
cellphon number doesnt match havent receiv certif alreadi email ha ha repli useless app,0.3182,pos
